id,production_budget,domestic_gross,worldwide_gross,year,title_new
93,3500000,27467564,27936778,1995,friday
94,3500000,25138705,40454520,2016,the witch
95,3500000,25091816,44378040,2018,winchester
96,3500000,17504595,18495444,2002,empire
97,3500000,17418667,27704111,2013,dark skies
98,3500000,16376066,16376066,2018,forever my girl
99,3500000,14000000,14000000,1987,creepshow 2
100,3500000,13000000,13007551,1967,in cold blood
1,3500000,12800000,12800000,1959,the nun's story
2,3500000,12600000,12600000,1972,frenzy
3,3500000,12000000,12000000,1966,harper
4,3500000,10317779,10317779,1998,i got the hook-up!
5,3500000,9482579,13795053,1996,she's the one
6,3500000,8000000,8000000,1980,terror train
7,3500000,6451628,6451628,1998,gods and monsters
8,3500000,6391436,40527719,2010,el secreto de sus ojos
9,3500000,5923044,5926177,1987,evil dead ii
10,3500000,5804262,34004262,1985,day of the dead
11,3500000,3448256,3874772,2018,first reformed
12,3500000,3293258,3293258,2001,pootie tang
13,3500000,890303,890303,2016,believe
14,3500000,886410,886410,2000,la otra conquista
15,3500000,663247,2611750,2016,american honey
16,3500000,615816,615816,2016,the bronze
17,3500000,253444,5706638,2011,trolljegeren
18,3500000,221096,221096,2007,ira and abby
19,3500000,182695,182695,2016,the masked saint
20,3500000,107492,113783,2006,winter passing
21,3500000,96793,96793,2005,d.e.b.s.
22,3500000,29233,29233,2016,time to choose
23,3500000,27349,1396395,2009,surveillance
24,3500000,9871,9871,1999,taxman
25,3500000,0,40622,2011,the kick
26,3500000,0,0,2009,the betrayed
27,3500000,0,0,2006,the secret
28,3500000,0,0,2011,2:13
29,3500000,0,0,2013,"batman: the dark knight returns, part 2"
30,3500000,0,0,2014,in the name of the king iii
31,3500000,0,0,2014,wicked blood
32,3500000,0,0,2015,dawn patrol
33,3450000,687185,18309793,2013,jagten
34,3440000,0,0,2015,lords of london
35,3400000,77437223,133276359,2005,la marche de l'empereur
36,3400000,31063038,31063038,1977,high anxiety
37,3400000,5353586,20433227,2011,margin call
38,3400000,2926565,4124277,2008,choke
39,3400000,493905,493905,2004,l\'incomparable mademoiselle c.
40,3400000,12636,12636,2008,august
41,3400000,0,0,2015,to write love on her arms
42,3380000,0,3604,1956,carousel
43,3300000,13092006,38969037,2014,whiplash
44,3300000,8093373,12405473,2007,bella
45,3300000,7563397,32059295,2003,cidade de deus
46,3300000,104257,5422740,2000,human traffic
47,3300000,19875,19875,2006,the dead girl
48,3300000,0,50206,2015,the opposite sex
49,3250000,20605209,20605209,1983,a christmas story
50,3250000,6965361,6965361,1982,class of 1984
51,3250000,3766810,34114067,2009,entre les murs
52,3250000,7680,7680,1999,dreaming of joseph lees
53,3200000,33395426,33395426,1968,rosemary's baby
54,3200000,17493096,18285560,2018,sorry to bother you
55,3200000,8000000,8000000,1962,the man who shot liberty valance
56,3200000,6529624,14441158,2004,maria full of grace
57,3200000,5790894,14314407,2011,beginners
58,3200000,4267219,5526942,2016,the meddler
59,3200000,2283291,2834485,2009,adam
60,3200000,56131,690872,2006,feast
61,3180000,6600000,10768908,1946,itâs a wonderful life
62,3100000,16501785,71558971,1996,trainspotting
63,3100000,0,123407,2013,antiviral
64,3000000,141600000,141600000,1978,national lampoon's animal house
65,3000000,84752907,177512032,2010,paranormal activity 2
66,3000000,67790117,73975239,2015,war room
67,3000000,64473115,91266581,2013,the purge
68,3000000,51100000,124900000,1964,goldfinger
69,3000000,48086903,87727807,2012,sinister
70,3000000,38168022,38236338,2000,the original kings of comedy
71,3000000,33300000,33300000,1957,the bridge on the river kwai
72,3000000,32653000,32653000,1978,coming home
73,3000000,24793251,55193251,1998,waking ned devine
74,3000000,24646936,27788649,1997,air bud
75,3000000,21576018,58240487,2002,bowling for columbine
76,3000000,21163999,21163999,1985,a nightmare on elm street part 2: freddy's revenge
77,3000000,20966644,20966644,1986,a room with a view
78,3000000,20123742,20123742,1975,love and death
79,3000000,19472057,19472057,1986,friday the 13th part vi: jason lives
80,3000000,19184820,19184820,2002,martin lawrence live: runteldat
81,3000000,18600000,24600000,1960,the apartment
82,3000000,17570324,17570324,1958,cat on a hot tin roof
83,3000000,17489009,17489009,1970,beneath the planet of the apes
84,3000000,17052128,68452128,2001,pokemon 3: the movie
85,3000000,15935068,15935068,1993,jason goes to hell: the final friday
86,3000000,15000000,15000000,1990,spaced invaders
87,3000000,13200000,13200000,1976,family plot
88,3000000,13000000,13000000,1966,torn curtain
89,3000000,11977130,16553285,2018,upgrade
90,3000000,11718595,12051924,2006,dave chappelle's block party
91,3000000,11052713,11052713,1985,krush groove
92,3000000,10400000,10400000,1960,elmer gantry
93,3000000,10027047,10172519,2009,next day air
94,3000000,10000000,10000000,1961,judgment at nuremberg
95,3000000,9639390,9639390,1998,belly
96,3000000,9017070,9017070,1999,trippinâ
97,3000000,9012000,9012000,1948,red river
98,3000000,8823109,9981635,2001,the deep end
99,3000000,8110621,23251930,2013,before midnight
100,3000000,7888000,7888000,1987,teen wolf too
1,3000000,7712114,10473836,2009,the collector
2,3000000,7282851,7282851,1988,phantasm ii
3,3000000,7233471,7241309,2017,let there be light
4,3000000,7061128,7301115,2006,phat girlz
5,3000000,6879730,6879730,2004,woman thou art loosed
6,3000000,5853194,7777790,2002,real women have curves
7,3000000,5732587,5732587,1981,gallipoli
8,3000000,5529144,11322573,2006,water
9,3000000,4417983,4417983,2016,donât think twice
10,3000000,4210454,5837111,2016,swiss army man
11,3000000,4170647,30438635,2000,east is east
12,3000000,4142507,4142507,2000,whipped
13,3000000,4109095,4109095,1997,kama sutra
14,3000000,4067398,11262769,2013,frances ha
15,3000000,4033574,4570178,2010,please give
16,3000000,4000000,4000000,1971,willy wonka & the chocolate factory
17,3000000,3902679,3902679,1993,warlock: the armageddon
18,3000000,3602884,4002884,1997,8 heads in a duffel bag
19,3000000,3446749,3660880,1978,days of heaven
20,3000000,3287435,3705923,2002,thirteen conversations about one thing
21,3000000,3127773,7445044,2016,compadres
22,3000000,3076820,3076820,1999,jawbreaker
23,3000000,2962051,2962051,1996,basquiat
24,3000000,2912606,11537539,2006,tsotsi
25,3000000,2848587,3237452,2010,letters to god
26,3000000,2746453,5746453,1998,happiness
27,3000000,2255000,2255000,2003,dysfunktional family
28,3000000,1821983,1887554,2014,tusk
29,3000000,1803064,4495262,2017,the wall
30,3000000,1266955,10051516,2003,elephant
31,3000000,1007535,1324299,2012,damsels in distress
32,3000000,707391,6239723,2005,oldboy
33,3000000,703372,834953,2011,hobo with a shotgun
34,3000000,669688,772366,2015,the d train
35,3000000,446770,12577401,2012,bachelorette
36,3000000,374675,5922292,2010,fish tank
37,3000000,351416,351416,2008,everybody wants to be italian
38,3000000,331000,331000,2011,creature
39,3000000,321910,421404,2016,the bounce back
40,3000000,295493,295493,1996,freeway
41,3000000,252726,252726,2006,love's abiding joy
42,3000000,242623,242623,1993,dead alive
43,3000000,205842,1022453,2010,chain letter
44,3000000,201436,223652,2012,tim and eric's billion dollar movie
45,3000000,163069,163069,2007,holly
46,3000000,133411,133411,2010,the eclipse
47,3000000,115879,115879,2008,the grand
48,3000000,95204,95204,2006,sommersturm
49,3000000,78948,78948,2014,fort mccoy
50,3000000,51773,101773,1999,the gambler
51,3000000,39852,39852,2000,just looking
52,3000000,37151,483938,2015,before we go
53,3000000,18000,156362,2012,the divide
54,3000000,5073,5073,2011,tanner hall
55,3000000,4655,4655,2005,my big fat independent movie
56,3000000,0,4668109,2017,demonic
57,3000000,0,895932,2008,ã l\'intã©rieur
58,3000000,0,82780,2014,they came together
59,3000000,0,47469,2013,open road
60,3000000,0,0,1951,alice in wonderland
61,3000000,0,0,2010,barry munday
62,3000000,0,0,2009,the deported
63,3000000,0,0,2009,chicago overcoat
64,3000000,0,0,2011,never back down 2: the beatdown
65,3000000,0,0,2015,awol-72
66,3000000,0,0,2013,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo
67,3000000,0,0,2015,enter the dangerous mind
68,3000000,0,0,2015,something wicked
69,3000000,0,0,1967,point blank
70,3000000,0,0,2014,iguana
71,3000000,0,0,2009,four single fathers
72,3000000,0,0,2015,amnesiac
73,3000000,0,0,2015,unnatural
74,3000000,0,0,2015,close range
75,2931000,4100000,4100000,1946,the harvey girls
76,2900000,85000000,263591415,1950,cinderella
77,2900000,5969553,17006158,1998,central do brasil
78,2900000,5000000,5000000,1961,pocketful of miracles
79,2900000,3127472,3127472,2006,boynton beach club
80,2900000,101270,172867,2010,freakonomics
81,2900000,20778,25935,2011,griff the invisible
82,2883848,25000000,25019542,1959,some like it hot
83,2850000,3681066,6435262,2005,high tension
84,2800000,86300000,86300000,1974,young frankenstein
85,2800000,48570885,48570885,1976,the omen
86,2800000,22202809,23591783,2005,hustle & flow
87,2800000,19170001,19170001,1988,friday the 13th part vii: the new blood
88,2800000,475000,475000,2006,artie lange's beer league
89,2777000,34063405,34305476,1939,the wizard of oz
90,2750000,952620,5394447,2008,diary of the dead
91,2700000,37799643,37799643,1979,the black stallion
92,2700000,9054736,15600000,1997,ulee's gold
93,2700000,3511417,3588305,2018,indivisible
94,2700000,2217561,31517561,2006,lage raho munna bhai
95,2700000,0,8200000,2015,sardaar ji
96,2700000,0,5377665,2008,rejsen til saturn
97,2686000,6600000,6600000,1963,donovan's reef
98,2660000,0,0,1956,diane
99,2650000,16556,16556,1998,the dress
100,2627000,5363000,5363000,1943,a guy named joe
1,2600000,119500000,119500000,1974,blazing saddles
2,2600000,32980880,32980880,1984,friday the 13th part iv: the final chapter
3,2600000,3827060,15298355,2014,ida
4,2600000,3147950,3198308,1987,maurice
5,2600000,2276368,3292333,2004,riding giants
6,2600000,39127,564474,2008,los cronocrã­menes
7,2600000,0,7033931,2011,la cara oculta
8,2600000,0,71248,2007,timber falls
9,2600000,0,0,2008,silver medalist
10,2600000,0,0,2011,"fat, sick & nearly dead"
11,2540000,7200000,7200000,1952,singin' in the rain
12,2500000,40041683,59922558,2013,a haunted house
13,2500000,33349941,33349941,2012,2016: obamaâs america
14,2500000,32244051,32327255,2013,kevin hart: let me explain
15,2500000,26782316,36028802,2004,garden state
16,2500000,25857416,34557416,1996,that thing you do!
17,2500000,25533818,25533818,1981,halloween ii
18,2500000,14400000,14400000,1982,halloween 3: season of the witch
19,2500000,13011160,13881317,2008,religulous
20,2500000,12300000,12300000,1971,escape from the planet of the apes
21,2500000,10000000,10000000,1963,hud
22,2500000,6852971,6916951,2013,the spectacular now
23,2500000,6401336,6401336,1991,my own private idaho
24,2500000,5274005,5690220,1995,before sunrise
25,2500000,5205471,23845533,2016,hunt for the wilderpeople
26,2500000,3317468,4934356,2012,robot & frank
27,2500000,2013052,2013052,2003,sur le seuil
28,2500000,1282084,1687548,2000,jesus' son
29,2500000,1187266,1269705,2005,saving face
30,2500000,1094998,3838486,2008,brick lane
31,2500000,549632,549632,2013,the lost medallion: the adventures of billy stone
32,2500000,432360,12267275,2003,my life without me
33,2500000,349132,497195,2006,marilyn hotchkiss' ballroom dancing and charm school
34,2500000,327716,593933,2011,super
35,2500000,174255,174255,2008,fuel
36,2500000,118666,118666,2010,valley of the hearts delight
37,2500000,115504,507446,2008,the other end of the line
38,2500000,100280,100280,2010,8: the mormon proposition
39,2500000,80136,108907,2009,sleep dealer
40,2500000,72210,72260,2007,eye of the dolphin
41,2500000,35017,1392649,2013,underdogs
42,2500000,9598,9598,2000,anatomie
43,2500000,0,0,2009,the calling
44,2500000,0,0,2013,alien uprising
45,2500000,0,0,2010,christmas mail
46,2500000,0,0,2015,stung
47,2500000,0,0,2017,sky sharks
48,2500000,0,0,2015,8 days
49,2500000,0,0,2016,antibirth
50,2500000,0,0,2016,the rise of the krays
51,2500000,0,0,2014,not safe for work
52,2450000,180237,182358,2011,go for it!
53,2400000,5691854,5691854,1996,get on the bus
54,2400000,1008849,1420418,2007,thr3e
55,2400000,444093,500296,2006,idiocracy
56,2400000,0,1333891,2009,niktã©
57,2400000,0,0,2014,always woodstock
58,2380000,327919,8739576,2007,this is england
59,2361000,3500000,3500000,1944,bathing beauty
60,2300000,12985600,14304931,2015,do you believe?
61,2300000,11000000,11000000,1951,show boat
62,2300000,574838,574838,1998,"dancer, texas pop. 81"
63,2300000,59696,59696,2014,frontera
64,2300000,29384,29384,2011,redemption road
65,2300000,0,0,2015,the toxic avenger part ii
66,2300000,0,0,2016,eden
67,2300000,0,0,1987,the brave little toaster
68,2289247,84300000,84300000,1940,pinocchio
69,2280000,83320000,83320000,1940,fantasia
70,2250000,36690067,36690067,1982,friday the 13th part 3
71,2200000,41158757,41158757,1971,the french connection
72,2200000,21930418,21930418,1985,friday the 13th part v: a new beginning
73,2200000,388390,388390,2007,the last sin eater
74,2200000,0,0,2008,impact point
75,2160000,9132000,9132000,1945,the valley of decision
76,2160000,0,37865,2005,chicken tikka masala
77,2150000,0,0,2008,jack brooks: monster slayer
78,2100000,23600000,23600000,1946,the best years of our lives
79,2100000,881824,1381824,2001,bully
80,2100000,313436,313436,2002,elling
81,2100000,3330,3330,2016,mi america
82,2100000,0,23266821,2009,[rec]
83,2100000,0,0,2012,infected
84,2100000,0,0,2010,lies in plain sight
85,2100000,0,0,2015,the timber
86,2100000,0,0,2016,sharkskin
87,2000000,34522221,35185884,2011,courageous
88,2000000,24800000,78900000,1964,from russia with love
89,2000000,24600832,24600832,1982,mad max 2: the road warrior
90,2000000,24464742,24464742,1946,notorious
91,2000000,24379978,24407647,1967,in the heat of the night
92,2000000,18344729,18344729,1973,sleeper
93,2000000,18016290,18016290,1972,everything you always wanted to know
94,2000000,14674077,23250755,2015,it follows
95,2000000,13539710,14341016,2018,eighth grade
96,2000000,13129846,13129846,1962,to kill a mockingbird
97,2000000,12739737,16610760,2012,silent house
98,2000000,11540607,20741000,1999,boys don't cry
99,2000000,11284657,81197047,2007,das leben der anderen
100,2000000,9252038,17187434,2016,hardcore henry
1,2000000,9250000,9250000,1962,lolita
2,2000000,9172000,9172000,1940,boom town
3,2000000,7800000,7800000,1947,gentleman's agreement
4,2000000,7600000,7600000,1961,the hustler
5,2000000,7369373,7369373,1986,witchboard
6,2000000,7301288,17403168,2003,les triplettes de belleville
7,2000000,6719300,7756617,1998,smoke signals
8,2000000,6531503,16131551,2010,winter's bone
9,2000000,6047363,6049171,2014,meet the mormons
10,2000000,6003587,8685632,2003,american splendor
11,2000000,5904366,11295324,2017,the florida project
12,2000000,5802208,5941994,2017,all saints
13,2000000,5792822,11217346,2004,before sunset
14,2000000,5383834,20883834,2001,amores perros
15,2000000,4601043,9505996,2003,thirteen
16,2000000,4593598,15396525,2004,touching the void
17,2000000,4311834,7799257,2010,inside job
18,2000000,4000000,4000000,1938,alexander's ragtime band
19,2000000,3885134,9615464,2005,me and you and everyone we know
20,2000000,3591417,10153415,2015,we are your friends
21,2000000,3337931,6225304,2006,harsh times
22,2000000,3330230,10672492,2000,ghost dog: the way of the samurai
23,2000000,2583301,2791973,2015,captive
24,2000000,2512846,3438804,2002,full frontal
25,2000000,2386254,2420962,2018,hearts beat loud
26,2000000,2303792,2303792,2017,the resurrection of gavin stone
27,2000000,2283849,13912289,2008,waltz with bashir
28,2000000,2072645,2077844,2006,strangers with candy
29,2000000,2015000,2022893,1992,night on earth
30,2000000,2001124,2001124,1993,nemesis
31,2000000,1985292,1985292,2006,shortbus
32,2000000,1785505,11263263,2008,son of rambow: a home movie
33,2000000,1660865,1660865,2003,"the book of mormon movie, volume 1: the journey"
34,2000000,1577287,2419669,2000,hamlet
35,2000000,1477002,2279959,2015,the diary of a teenage girl
36,2000000,1433319,1433319,2007,no end in sight
37,2000000,1370646,2088390,2014,locke
38,2000000,1152411,1152411,1999,get real
39,2000000,1134358,2175587,2007,in the shadow of the moon
40,2000000,977772,1869928,2011,meek's cutoff
41,2000000,950792,7482387,2014,the babadook
42,2000000,691880,691880,2005,inside deep throat
43,2000000,638227,1075504,2001,dinner rush
44,2000000,636706,636706,2010,the virginity hit
45,2000000,537948,539961,1998,clockwatchers
46,2000000,390659,1663296,1985,subway
47,2000000,388532,466106,2005,house of d
48,2000000,347578,2350641,2008,teeth
49,2000000,304602,304602,1996,stonewall
50,2000000,199176,759504,2006,sherrybaby
51,2000000,147299,205298,2015,the last five years
52,2000000,134624,134624,1998,six-string samurai
53,2000000,121807,121807,2000,hum to mohabbt karega
54,2000000,120620,2226603,2005,it's all gone pete tong
55,2000000,102645,102645,2010,saint john of las vegas
56,2000000,72544,72544,1998,24 7: twenty four seven
57,2000000,72277,72277,2014,pump
58,2000000,55202,2046090,2008,roadside romeo
59,2000000,49388,76654,2001,eureka
60,2000000,45431,2009644,2015,lost river
61,2000000,37227,37227,2003,this thing of ours
62,2000000,36336,6328516,2015,knock knock
63,2000000,35312,35312,2017,growing up smith
64,2000000,30955,30955,2009,super capers
65,2000000,21000,21000,1993,return of the living dead 3
66,2000000,17896,17896,2009,the missing person
67,2000000,17061,17061,2012,the first time
68,2000000,12667,12667,2006,london
69,2000000,10024,10024,2010,circle
70,2000000,7321,4294373,2008,eden lake
71,2000000,7294,10679,2010,jerusalema
72,2000000,5361,5361,2006,say uncle
73,2000000,3080,28864,2013,plush
74,2000000,2436,2436,2012,the ghastly love of johnny x
75,2000000,0,3620902,2009,lesbian vampire killers
76,2000000,0,2151887,2011,grave encounters
77,2000000,0,475846,2015,bone tomahawk
78,2000000,0,105377,2004,freeze frame
79,2000000,0,63555,2013,stitches
80,2000000,0,926,2015,"to be frank, sinatra at 100"
81,2000000,0,0,1971,bananas
82,2000000,0,0,2009,nine dead
83,2000000,0,0,2008,no man's land: the rise of reeker
84,2000000,0,0,2007,rockaway
85,2000000,0,0,1927,wings
86,2000000,0,0,2015,the lady from shanghai
87,2000000,0,0,2013,straight a's
88,2000000,0,0,2012,the legend of hellâs gate: an american conspiracy
89,2000000,0,0,2012,highway
90,2000000,0,0,2013,small apartments
91,2000000,0,0,2013,coffee town
92,2000000,0,0,2014,lucky dog
93,2000000,0,0,2001,pendulum
94,2000000,0,0,1966,a funny thing happened on the way to the forum
95,2000000,0,0,2008,slacker uprising
96,2000000,0,0,2015,the walking deceased
97,2000000,0,0,2011,true bromance
98,2000000,0,0,2015,the curse of downers grove
99,2000000,0,0,2015,wind walkers
100,2000000,0,0,2016,the dog lover
1,2000000,0,0,2015,shark lake
2,1987650,1044143,21270290,2010,buried
3,1950000,0,0,2015,the marine 4
4,1900000,4600000,4600000,1987,river's edge
5,1900000,2962242,5617067,2008,man on wire
6,1900000,1445366,7785229,2010,nowhere boy
7,1900000,1420578,1445140,2003,northfork
8,1900000,478595,478595,2015,brotherly love
9,1900000,467602,4581937,2011,submarine
10,1900000,406216,740932,2010,the square
11,1900000,222098,10137234,2013,abcd (any body can dance)
12,1900000,18435,139317,2007,chacun sa nuit
13,1900000,0,285593,2013,stranded
14,1900000,0,12444,2015,vaalu
15,1800000,41034350,70165900,2010,the last exorcism
16,1800000,25878153,25878153,1976,carrie
17,1800000,25504513,25504513,1984,a nightmare on elm street
18,1800000,12795746,23265132,2012,beasts of the southern wild
19,1800000,9164370,9230678,1964,dr. strangelove
20,1800000,8800000,8800000,1973,battle for the planet of the apes
21,1800000,8000000,8000000,1951,a streetcar named desire
22,1800000,6800000,6800000,1968,hang 'em high
23,1800000,5719000,5719000,2002,el crimen de padre amaro
24,1800000,3050934,3050934,2001,songcatcher
25,1800000,841056,842693,2011,higher ground
26,1800000,638476,783733,2011,pom wonderful presents: the greatest movie ever sold
27,1800000,506793,1322161,2005,travellers and magicians
28,1800000,673,673,1993,ed and his dead mother
29,1800000,0,0,2009,deadline
30,1800000,0,0,2007,sublime
31,1800000,0,0,2012,dysfunctional friends
32,1800000,0,0,2013,independence daysaster
33,1800000,0,0,2014,against the wild
34,1800000,0,0,2015,beginnerâs guide to sex
35,1750000,7267324,22879194,1999,lola rennt
36,1750000,145540,634803,2003,may
37,1750000,93051,1278471,2010,i spit on your grave
38,1750000,0,0,2019,living dark: the story of ted the caver
39,1700000,35930604,42137871,2001,in the bedroom
40,1700000,12590147,23271741,2008,la misma luna
41,1700000,9700000,9700000,1972,conquest of the planet of the apes
42,1700000,4231500,12231500,2014,the lunchbox
43,1700000,2507159,2507159,2013,grace unplugged
44,1700000,2039192,2891228,1999,"happy, texas"
45,1700000,1777043,9696537,2015,saul fia
46,1700000,1000915,4727375,2005,my summer of love
47,1700000,396035,661221,2005,yes
48,1660000,0,80745,2019,braid
49,1650000,30500000,30500000,1953,from here to eternity
50,1644000,4000000,4000000,1938,you can't take it with you
51,1600000,6026908,6026908,1999,foolish
52,1600000,5400000,5400000,1949,she wore a yellow ribbon
53,1600000,4420000,4420000,1974,the conversation
54,1600000,2595644,2595644,2010,n-secure
55,1600000,1060591,14253760,2008,sukkar banat
56,1600000,419428,419428,1989,out of the dark
57,1600000,145382,145382,2006,bubble
58,1600000,129319,129319,2005,dil jo bhi kahey...
59,1600000,27795,2627795,1999,mississippi mermaid
60,1600000,15600,868081,2014,two night stand
61,1600000,3264,3264,2005,i love your work
62,1577000,0,0,1955,the kingâs thief
63,1500000,54009150,99870886,2011,insidious
64,1500000,27854931,65245512,2016,moonlight
65,1500000,21158188,30351664,2003,cabin fever
66,1500000,19097550,22217183,2007,waitress
67,1500000,14533681,14533681,1989,kickboxer
68,1500000,11806119,11806119,1988,bloodsport
69,1500000,9000000,9000000,1939,mr. smith goes to washington
70,1500000,7690044,14244931,2018,unsane
71,1500000,7412216,20412216,1995,kids
72,1500000,7372734,11191423,2005,the squid and the whale
73,1500000,7025722,9345061,2002,kissing jessica stein
74,1500000,7000000,7000000,1945,spellbound
75,1500000,5100000,55000000,1979,dawn of the dead
76,1500000,5046118,5046118,1994,exotica
77,1500000,3491669,4128828,2013,the to do list
78,1500000,2408553,2592308,2013,the gatekeepers
79,1500000,2380606,2380606,1998,buffalo '66
80,1500000,2300000,2300000,1984,repo man
81,1500000,2082980,2082980,2016,iâm not ashamed
82,1500000,1690913,2730877,1985,blood simple
83,1500000,1222889,12412889,2002,nueve reinas
84,1500000,1165881,1541131,2013,the lords of salem
85,1500000,779820,922727,2016,31
86,1500000,712294,1126258,2005,the ballad of jack and rose
87,1500000,510957,510957,2016,unsullied
88,1500000,418953,418953,1994,killing zoe
89,1500000,406035,1840248,2002,the believer
90,1500000,402858,414404,2008,snow angels
91,1500000,378176,1619602,2001,session 9
92,1500000,362239,372239,2011,mooz-lum
93,1500000,194568,194568,2007,i want someone to eat cheese with
94,1500000,184705,184705,2011,amigo
95,1500000,175281,240396,2007,hatchet
96,1500000,173066,173066,2008,my name is bruce
97,1500000,166980,1605139,2010,the disappearance of alice creed
98,1500000,163245,199747,1936,modern times
99,1500000,139084,139084,2007,the salon
100,1500000,124244,176262,2013,the square
1,1500000,119841,119841,2002,stolen summer
2,1500000,113169,113169,2015,road hard
3,1500000,75828,172569,2005,forty shades of blue
4,1500000,52429,52429,2009,trucker
5,1500000,3865,31916,2009,pontypool
6,1500000,2105,2105,2015,"me, you and five bucks"
7,1500000,0,236863,2014,housebound
8,1500000,0,98806,2018,teefa in trouble
9,1500000,0,58692,2005,wal-mart: the high cost of low price
10,1500000,0,5396,2014,closer to the moon
11,1500000,0,0,2006,fetching cody
12,1500000,0,0,2011,the lion of judah
13,1500000,0,0,2014,once upon a time in queens
14,1500000,0,0,2015,girlhouse
15,1500000,0,0,2015,mutant world
16,1500000,0,0,2015,#horror
17,1500000,0,0,2015,checkmate
18,1488000,184925486,184925486,1937,snow white and the seven dwarfs
19,1455000,2620000,2620000,1968,shalako
20,1400000,1303747,4331152,2018,werk ohne autor
21,1400000,845464,5552584,2015,mustang
22,1400000,304124,1261792,2005,the holy girl
23,1400000,260441,1945420,2014,la chambre bleue
24,1400000,36830,56073,2004,incident at loch ness
25,1400000,1632,1632,2013,eddie: the sleepwalking cannibal
26,1400000,0,0,2010,my girlfriend's boyfriend
27,1400000,0,0,2014,kurmanjan datka
28,1400000,0,0,2014,house at the end of the drive
29,1377800,0,0,1966,batman - the movie
30,1350000,3897569,28356188,1999,"lock, stock and two smoking barrels"
31,1305000,909000,909000,1983,the ballad of gregorio cortez
32,1300000,2868000,5273000,1936,san francisco
33,1300000,1647780,1647780,1998,festen
34,1300000,749741,749741,1996,trees lounge
35,1300000,695840,1005840,2009,the girlfriend experience
36,1300000,635305,635305,2007,journey from the fall
37,1300000,609042,609042,2000,the basket
38,1300000,288751,288751,2015,above and beyond
39,1300000,210904,210904,1985,def-con 4
40,1300000,100358,329621,2005,neal n' nikki
41,1300000,77755,90213,2003,the hebrew hammer
42,1300000,11278,54665,2014,los insolitos peces gato
43,1300000,4055,1738663,2006,simon
44,1300000,0,13465,2011,forget me not
45,1300000,0,0,2010,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it
46,1300000,0,0,2015,the algerian
47,1288000,6000000,6002370,1940,rebecca
48,1250000,21722776,21722776,1981,friday the 13th part 2
49,1250000,11000000,11000000,1945,the lost weekend
50,1250000,4700000,4700000,1984,c.h.u.d.
51,1250000,4404154,5403771,2014,dear white people
52,1250000,2850357,2940411,2013,filly brown
53,1250000,2500000,2500000,1953,niagara
54,1250000,0,726460,2016,bodom
55,1250000,0,0,1941,how green was my valley
56,1250000,0,0,2015,da sweet blood of jesus
57,1200000,55968727,103880027,2004,saw
58,1200000,24741667,36741667,1989,"sex, lies, and videotape"
59,1200000,18492362,23046142,2002,super troopers
60,1200000,13876974,27025600,2002,monsoon wedding
61,1200000,9180275,10827356,2000,you can count on me
62,1200000,7000000,7000000,1951,strangers on a train
63,1200000,7000000,7000000,1955,the trouble with harry
64,1200000,6100000,6100000,1967,"il buono, il brutto, il cattivo"
65,1200000,3700000,3700000,1951,the day the earth stood still
66,1200000,2859955,2859955,2013,home run
67,1200000,2832029,2832029,1992,reservoir dogs
68,1200000,2205627,2509344,2000,but i'm a cheerleader
69,1200000,2000000,2000000,1956,the wrong man
70,1200000,1414845,1615976,1975,the rocky horror picture show
71,1200000,887000,887000,1976,the blue bird
72,1200000,595018,595018,2012,blue like jazz
73,1200000,376976,3249041,2015,que horas ela volta?
74,1200000,255000,255000,1982,q
75,1200000,58936,58936,2003,down & out with the dolls
76,1200000,26608,26608,2012,"pink ribbons, inc."
77,1200000,8708,8708,2018,blood feast
78,1200000,7826,7826,2011,certifiably jonathan
79,1200000,4254,4254,2015,la navaja de don juan
80,1200000,0,81338,2008,extreme movie
81,1200000,0,0,1936,the charge of the light brigade
82,1200000,0,0,2004,grand theft parsons
83,1200000,0,0,2012,below zero
84,1200000,0,0,2012,crowsnest
85,1200000,0,0,2012,airborne
86,1200000,0,0,2014,cotton comes to harlem
87,1200000,0,0,2015,bleeding hearts
88,1200000,0,0,2013,the wicked within
89,1200000,0,0,2017,the islands
90,1150000,60755732,63777092,2014,godâs not dead
91,1125000,16124543,18673274,2005,waiting...
92,1125000,6408,414736,2006,dead man's shoes
93,1100000,21445318,21445820,1980,the fog
94,1100000,16186348,29005064,2005,wolf creek
95,1100000,4563167,24062965,2005,ong-bak
96,1100000,4105123,9297407,2012,serbuan maut
97,1100000,1436000,1436000,1986,down by law
98,1100000,1355728,1355728,1987,the offspring
99,1100000,247740,247740,2002,sex with strangers
100,1100000,56491,56491,2012,beyond the black rainbow
1,1100000,39659,81371,2003,dracula: pages from a virgin's diary
2,1100000,2636,2636,2014,the sleepwalker
3,1100000,0,27561,2017,departure
4,1100000,0,0,2009,faith like potatoes
5,1100000,0,0,2010,lake mungo
6,1100000,0,0,2015,silent running
7,1100000,0,0,2010,the dead undead
8,1100000,0,0,2013,the vatican exorcisms
9,1070000,164649,5348767,2009,rocket singh: salesman of the year
10,1039000,10462500,10496855,1943,casablanca
11,1000000,117235147,225000000,1976,rocky
12,1000000,53262945,101759490,2012,the devil inside
13,1000000,37600000,37600000,1963,tom jones
14,1000000,32789645,64364198,2015,unfriended
