id,production_budget,domestic_gross,worldwide_gross,year,title_new
65,11000000,460998007,786598007,1977,star wars ep. iv: a new hope
66,11000000,148168459,148199515,1984,gremlins
67,11000000,111897830,112036323,1965,doctor zhivago
68,11000000,93617009,129262388,2010,the fighter
69,11000000,90559416,274392880,2008,high school musical 3: senior year
70,11000000,81204830,81204830,1991,fried green tomatoes
71,11000000,72778712,85278712,2006,jackass: number two
72,11000000,52929168,52929168,1992,my cousin vinny
73,11000000,50474843,78356170,2014,if i stay
74,11000000,49793054,49793054,1989,major league
75,11000000,46566212,97837138,2003,phone booth
76,11000000,41227069,46060861,2002,a walk to remember
77,11000000,39387284,83088295,1995,dead man walking
78,11000000,38665260,76238901,1999,cruel intentions
79,11000000,38322743,62076141,2015,brooklyn
80,11000000,37780486,39994347,2008,the secret life of bees
81,11000000,33307793,58586407,2015,woman in gold
82,11000000,31672000,31672000,1981,history of the world: part i
83,11000000,30014534,53797409,2017,"i, tonya"
84,11000000,27693292,69752402,2009,saw vi
85,11000000,23978402,25116103,2001,corky romano
86,11000000,22958583,39049922,2019,fighting with my family
87,11000000,21171695,21171695,1992,raising cain
88,11000000,20388920,20388920,1978,f.i.s.t
89,11000000,20000000,20169934,1975,barry lyndon
90,11000000,18388357,56178935,2013,quartet
91,11000000,13906394,14786394,2001,out cold
92,11000000,13592872,13719474,2000,the ladies man
93,11000000,13558739,13558739,2001,tomcats
94,11000000,13248209,32943247,2013,inside llewyn davis
95,11000000,13110448,19947280,2002,frailty
96,11000000,11502976,21502976,1993,army of darkness
97,11000000,10214647,17443529,2004,kinsey
98,11000000,9177065,9307166,2013,peeples
99,11000000,9170214,9170214,1993,what's eating gilbert grape
100,11000000,5599781,72989781,2016,sultan
1,11000000,4814244,5942218,2002,slackers
2,11000000,4068087,4234355,2003,the gospel of john
3,11000000,3753806,13353855,2004,vera drake
4,11000000,3051221,24150550,2003,the guru
5,11000000,2844379,2844379,1995,othello
6,11000000,2794056,2794056,1995,the perez family
7,11000000,2200000,2200000,1970,the molly maguires
8,11000000,2000000,2000000,1991,return to the blue lagoon
9,11000000,551002,3231251,2007,romance and cigarettes
10,11000000,355968,6586324,2006,copying beethoven
11,11000000,229653,229653,2011,brighton rock
12,11000000,61611,25307405,2012,le prã©nom
13,11000000,0,82438670,2015,la famille bã©lier
14,11000000,0,10431506,2012,lol
15,11000000,0,2352511,2016,misconduct
16,11000000,0,0,2019,eli
17,10800000,56746769,118209778,2008,saw v
18,10800000,13182281,484873045,2012,les intouchables
19,10800000,399879,2862544,2007,jindabyne
20,10750000,3275443,32575443,2006,kabhi alvida naa kehna
21,10700000,80930630,203628947,1979,alien
22,10700000,74706019,121706019,1982,poltergeist
23,10700000,18542974,31341183,1999,an ideal husband
24,10600000,22163442,34409206,2004,darkness
25,10600000,24084,261364,2013,the last days on mars
26,10500000,435110554,792965326,1982,et: the extra-terrestrial
27,10500000,59936321,71928046,1968,2001: a space odyssey
28,10500000,11052958,14140402,2007,in the land of women
29,10500000,125169,125169,1994,there goes my baby
30,10400000,1610194,1610194,2004,the blue butterfly
31,10350000,33201661,174201661,2001,le fabuleux destin d'amã©lie poulain
32,10300000,0,12478635,2019,pmc: deo beong-keo
33,10100000,10143618,10143618,1983,lovesick
34,10100000,1183658,18726300,2010,housefull
35,10100000,1066555,1066555,2007,september dawn
36,10000000,159342015,254900667,2018,halloween
37,10000000,138433435,225925989,1997,good will hunting
38,10000000,110359362,187281115,2004,the grudge
39,10000000,89217875,158973685,2016,donât breathe
40,10000000,85300000,85300000,1981,stripes
41,10000000,80238724,163876815,2006,saw iii
42,10000000,79042440,118514727,2016,the purge: election year
43,10000000,68566296,91113683,2018,book club
44,10000000,68353550,90453550,2000,bring it on
45,10000000,67745330,167885588,2018,insidious: the last key
46,10000000,63465522,63465522,1999,she's all that
47,10000000,63300095,135759694,2007,saw iv
48,10000000,63257940,63320521,2006,madea's family reunion
49,10000000,56094360,92094360,2005,white noise
50,10000000,52293000,52293000,1986,the color of money
51,10000000,52218558,120453155,2015,insidious chapter 3
52,10000000,50752337,50752337,1992,the mighty ducks
53,10000000,48958273,78610769,2017,lady bird
54,10000000,47566524,68722848,2009,precious (based on the novel push by sapphire)
55,10000000,46383639,134639780,2012,the best exotic marigold hotel
56,10000000,44069456,70133905,2018,hereditary
57,10000000,40826341,65520633,2018,"love, simon"
58,10000000,40485039,40485039,1989,bill & ted's excellent adventure
59,10000000,39100000,50100000,1962,the longest day
60,10000000,38623460,41004412,1996,happy gilmore
61,10000000,38052832,102445196,2017,jigsaw
62,10000000,37904175,58939035,2001,jeepers creepers
63,10000000,37800000,37800000,1985,st. elmoâs fire
64,10000000,37402877,37402877,1968,oliver!
65,10000000,36696761,44451470,2001,recess: school's out
66,10000000,36230219,36230219,1985,mad max beyond thunderdome
67,10000000,36000000,36000000,1977,peteâs dragon
68,10000000,35819556,68220952,2016,the boy
69,10000000,35073978,35073978,1985,commando
70,10000000,34121140,61603136,2017,"everything, everything"
71,10000000,33679655,63354114,2010,devil
72,10000000,33253609,33526835,2002,friday after next
73,10000000,33078266,90384306,2015,the second best exotic marigold hotel
74,10000000,33000000,33000000,1985,the last dragon
75,10000000,32149404,62556228,2017,how to be a latin lover
76,10000000,32100816,32100816,1992,the lawnmower man
77,10000000,31487293,33886017,2008,nick and norah's infinite playlist
78,10000000,31011616,93074616,2003,calendar girls
79,10000000,30651422,43948865,1999,dogma
80,10000000,30564825,51723644,2018,slender man
81,10000000,30306281,38067218,2002,the banger sisters
82,10000000,30093107,83593107,2000,snatch
83,10000000,30050028,30050028,1989,road house
84,10000000,29790236,51620593,2018,teen titans go! to the movies
85,10000000,29747603,30768449,2016,when the bough breaks
86,10000000,29500000,29500000,1983,twilight zone: the movie
87,10000000,29317886,29317886,1994,a low down dirty shame
88,10000000,28873374,68541786,2013,one direction: this is us
89,10000000,28564995,34084228,2002,swimfan
90,10000000,28444855,38364855,2006,employee of the month
91,10000000,27740955,54104225,2015,sinister 2
92,10000000,26594261,40749230,2016,the forest
93,10000000,26218170,49486874,2009,the fourth kind
94,10000000,25697647,25697647,1983,the outsiders
95,10000000,25358996,25358996,1998,can't hardly wait
96,10000000,24397469,24660323,2012,sparkle
97,10000000,23591043,23591043,2016,kevin hart: what now?
98,10000000,21590086,31556959,2013,mud
99,10000000,21416355,68264973,2010,skyline
100,10000000,21120616,28717667,2017,the disaster artist
1,10000000,20777061,38985577,2016,blair witch
2,10000000,20766000,20766000,1983,the dead zone
3,10000000,20384136,20384136,2001,valentine
4,10000000,20342852,26716191,2006,a prairie home companion
